RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE?,REGION,DISPOSITION METHOD,VIOLATION DATE,CONTINUANCE?,DATE AVAILABLE TO H & A,DATE HEARD,DECISION DATE,DISPOSITION DATE,SUSPENSION (DAYS),CIVIL PENALTY ($),MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED (Y/N),OTHER,,
179,LOGAN'S ROADHOUSE RESTAURANT,11983,3174 LINDEN DR,BRISTOL,VA,24202,LICENSEE ALLOWED THE CONSUMPTION OF ALCOHOLIC BEVERAGES UPON THE PREMISES BY AN INTOXICATED PERSON; LICENSEE SOLD ALCHOLIC BEVERAGES TO AN INTOXICATED PERSON; LICENSEE ALLOWED CONSUMPTION OF ALCOHOLIC BEVERAGES OTHER THAN IN DINING AREAS,3,N,SOUTHWEST,INITIAL HEARING,3/19/2011,N,6/20/2011,8/2/2011,9/21/2011,10/26/2011,25," $ 3,000.00 ",,,,,,,
187,HOLIDAY INN HOTEL & SUITES,52931,3005  LINDEN DR,BRISTOL,VA,24202,LICENSEE ALLOWED INTOXICATED PERSONS TO LOITER; ALLOWED CONSUMPTION  BY INTOXICATED PERSONS; ALLOWED CONSUMPTION OTHER THAN DINING AREAS,3,Y,SOUTHWEST,INITIAL HEARING,3/20/2011,Y,5/5/2011,8/12/2011,9/27/2011,11/1/2011,10," $ 1,000.00 ",,,,YX2,2 CHARGES DISMISSED,,
519,TANGS GARDEN BUFFET,67699,3122 LEE HIGHWAY,BRISTOL,VA,24202,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,2/8/2012,N,2/21/2012,,,4/3/2012,25,,,,,,,,
129,MOON DOG BRICK OVEN,68876,1099 OLE BERRY RD,ABINGDON,VA,24210,"CHARACTERISTICS OF THE FOOD BUSINESS UPON THE PREMISES ARE SUCH THAT THE ESTABLISHMENT FAILS TO QUALIFY AS A ""RESTAURANT""",1,N,SOUTHWEST,INITIAL HEARING,6/20/2011,N,6/23/2011,8/2/2011,8/19/2011,9/28/2011,,,,,,,APPLICATION - GRANTED,,
196,FOOD LION 2500,11681,845 VILLAGE BOULEVARD,ABINGDON,VA,24210,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,9/14/2011,N,9/28/2011,,,11/4/2011,," $ 2,000.00 ",,,,,,,
282,ROADRUNNER MARKET 195,64294,15785 PORTERFIELD HIGHWAY,ABINGTON,VA,24210,UAB & LICENSEE PERMITTED BRITTANY TANNER TO BE IN CHARGE OF BUSINESS AND FAILED TO KEEP HER NAME POSTED DURINT THIS TIME.,2,N,SOUTHWEST,CONSENT SETTLEMENT,11/1/2011,N,11/14/2011,,,12/8/2011,," $ 2,500.00 ",,,,,,,
498,BULLYS MARKET,53256,1034 W MAIN STREET,ABINGDON,VA,24210,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,2/15/2012,N,3/1/2012,,,3/20/2012,," $ 2,000.00 ",,,,,,,
573,5 MART 1,68874,863 W MAIN STREET,ABINGDON,VA,24210,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,2/15/2012,N,4/6/2012,,,5/3/2012,," $ 2,000.00 ",,,,,,,
582,ROADRUNNER MARKET 186,62159,191 JONESBORO ROAD,ABINGDON,VA,24210,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,2/29/2012,N,4/16/2012,,,5/16/2012,," $ 2,000.00 ",,,,,,,
671,FIGAREDO'S,64326,309 FALLS DRIVE,ABINGDON,VA,24210,UAB,1,N,SOUTHWEST,APPEAL HEARING,11/1/2011,Y,12/19/2011,2/8/2012,2/16/2012,6/29/2012,,"$1,500.00 ",,,,,,,
275,WILD FLOUR BAKERY,26246,24443 LEE HWY,ABINGDON,VA,24211,UAB; FAIL TO HAVE DESIGNATED MANAGER PRESENT AND IN ACTUAL CHARGE,2,N,SOUTHWEST,INITIAL HEARING,6/22/2011,N,7/20/2011,9/30/2011,11/4/2011,12/6/2011,25," $ 2,000.00 ",,,,Y,CHARGE 2 DISMISSED,,
480,TRIPLE T 11,75912,PO BOX 386,NORA,VA,24272,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,11/29/2011,N,2/6/2012,,,3/7/2012,," $ 2,000.00 ",,,,,,,
563,CARRIAGE HOUSE SALOON,64435,121 KANAWHA RIDGE RD,DUGSPUR,VA,24325,UAB;LICENSEE ALLOWED PROHIBITED CONDUCT UPON THE PREMISES; PERMITTED CONSUMPTION OF ALCOHOLIC BEVERAGES UPON LICENSED PREMISES,3,N,SOUTHWEST,INITIAL HEARING,9/17/2011,N,11/9/2011,2/8/2012,3/26/2012,5/1/2012,30," $ 2,500.00 ",,,,Y,CHG 3 DISMISSED,,
459,KANGAROO EXPRESS #3376,9274,7115 CHANCES CREEK ROAD,FANCY GAP,VA,24328,UAB,1,Y,SOUTHWEST,OFFER IN COMPROMISE,11/10/2011,Y,11/17/2011,,,2/15/2012,," $ 3,500.00 ",,,,,MGR. TO ATTEND MART,,
479,BLUE RIDGE TRADING CO,50753,1946 IVANHOE ROAD,FRIES,VA,24330,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,1/31/2012,N,2/6/2012,,,2/29/2012,," $ 2,000.00 ",,,,,,,
105,MACADOS,29977,201 N MAIN STREET,GALAX,VA,24333,SALE OF AB'S TO INTOXICATED; CONSUMPTION BY INTOXICATED,2,N,SOUTHWEST,OFFER IN COMPROMISE,7/15/2011,N,7/26/2011,,,9/9/2011,," $ 3,500.00 ",,,,,BARTENDERS & MGRS TO ATTEND RSVP ON 11-16-2011,,
244,EL TORITO MEXICAN RESTAURANT,68060,528 E STUART DR,GALAX,VA,24333,UAB,1,N,SOUTHWEST,INITIAL HEARING,6/22/2011,Y,7/25/2011,9/30/2011,10/21/2011,11/22/2011,25," $ 2,000.00 ",,,,,,,
112,BLUE AGAVE PUB & GRILL,60895,1356 CARROLLTON PIKE,HILLSVILLE,VA,24343,LICENSEE CANNOT DEMONSTRATE FINANCIAL RESPONSIBILITY SUFFICIENT TO MEET REQUIREMENTS OF BUSINESS CONDUCTED,1,N,SOUTHWEST,INITIAL HEARING,1/1/2011,N,5/27/2011,7/7/2011,8/11/2011,9/15/2011,3,,,12,,,,,
516,HILLSVILLE FAMILY MART,26497,206 W STUART DR,HILLSVILLE,VA,24343,UAB,1,N,SOUTHWEST,INITIAL HEARING,10/4/2011,Y,11/14/2011,2/9/2012,2/23/2012,3/28/2012,20," $ 1,500.00 ",,,,,,,
670,ON THE RUN 108,50662,26 AIRPORT ROAD,HILLSVILLE,VA,24343,UAB,1,Y,SOUTHWEST,CONSENT SETTLEMENT,5/31/2012,N,6/9/2012,,,6/29/2012,," $ 2,000.00 ",,,,,,,
20,THE RESTYAURANT AT HUNGRY MOTHER STATE PARK,3647,203 E HUNGRY MOTHER DRIVE,MARION,VA,24354,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,6/7/2011,N,6/15/2011,,,7/19/2011,25,,,,,,,,
505,CARGO OIL COMPANY INC,6121,758 N MAIN STREET,MARION,VA,24354,UAB,1,N,SOUTHWEST, CONSENT SETTLEMENT,2/8/2012,N,2/14/2012,,,3/21/2012,," $ 2,000.00 ",,,,,,,
8,HILLTOP CARRYOUT INC,31873,535 N MAIN STREET,RURAL RETREAT,VA,24368,UAB,1,Y,SOUTHWEST,CONSENT SETTLEMENT,6/7/2011,N,6/15/2011,,,7/11/2011,," $ 2,000.00 ",,,,,,,
525,FOOD COUNTRY USA 12,73754,576 N MAIN ST,RURAL RETREAT,VA,24368,UAB,1,N,SOUTHWEST,INITIAL HEARING,11/15/2011,N,12/15/2011,2/9/2012,2/29/2012,4/3/2012,,,,,,Y,,,
538,EXIT 54 EXXON,62957,7327 LEE HWY,RURAL RETREAT,VA,24368,UAB; LICENSEE WAS INTOXICATED UPON THE LICENSED PREMISES,2,N,SOUTHWEST,INITIAL HEARING,11/2/2011,Y,11/18/2011,3/8/2012,3/13/2012,4/17/2012,40," $ 4,000.00 ",17,,,,,,
506,CARGO OIL COMPANY,39403,22*9 PALMER AVENUE,SALTVILLE,VA,24370,UAB,1,Y,SOUTHWEST, CONSENT SETTLEMENT,2/8/2012,N,2/14/2012,,,3/21/2012,," $ 2,000.00 ",,,,,,,
98,WYTHEVILLE GOLF CLUB,6525,1000 W LEE HIGHWAY,WYTHEVILLE,VA,24382,"LICENSEE FAILED TO TIMELY SUBMIT ANNUAL REVIEW REPORT FOR YEAR ENDING MAY 31, 2011.",1,N,SOUTHWEST,CONSENT SETTLEMENT,8/16/2011,N,8/19/2011,,,9/6/2011,, $ 500.00 ,,,,,,,
360,DILLIONS IGA,64758,395 N 4TH STREET,WYTHEVILLE,VA,24382,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,11/2/2011,N,11/14/2011,,,1/3/2012,," $ 2,000.00 ",,,,,,,
164,STOP IN FOOD STORES #152,41910,1210 CHURCHVILLE AVENUE,STAUNTON,VA,24401,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,9/21/2011,N,9/28/2011,,,10/19/2011,25,,,,,,,,
234,ROYAL MART #4,41040,800 SPRING HILL ROAD,STAUNTON,VA,24401,UAB,1,Y,STAUNTON,CONSENT SETTLEMENT,10/21/2011,N,10/25/2011,,,11/21/2011,," $ 2,000.00 ",,,,,,,
191,JOY FOOD STORE 868,44433,524 W 29TH STREET,BUENA VISTA,VA,24416,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/23/2011,N,10/11/2011,,,11/4/2011,," $ 2,000.00 ",,,,,,,
174,MOUNTAIN VIEW REST. CLIFF HANGERS LOUNGE,58721,820 E. MADISON STREET,COVINGTON,VA,24426,PLACE HAS BECOME MEETING PLACE OR RENDEZVOUS FOR ILLEGAL USERS OF NARCOTICS; ALLOWED CONSUMPTION BY INTOXICATED; ALLOWED CONSUMPTION IN OTHER THAN DESIGNATED AREAS,3,Y,ROANOKE,OFFER IN COMPROMISE,2/11/2011,Y,5/25/2011,,,10/26/2011, ," $ 5,000.00 ",10,,,Y,CHG. 1 DISMISSED,,
622,COVINGTON LODGE 610 LOOM,4882,414 MOOSE PARK RD,COVINGTON,VA,24426,ALLOWED CONSUMPTION BY INTOXICATED PERSON; KEPT ALCOHOLIC BEVERAGES NOT AUTHORIZED; ALLOWED CONSUMPTION OTHER THAN DINING AREA; SO ALCOHOLIC BEVERAGE TO UNAUTHORIZED PERSON,4,Y,ROANOKE,INITIAL HEARING,6/18/2011,Y,1/11/2012,2/14/2012,5/4/2012,6/7/2012,25," $ 3,750.00 ",,,,,,,
259,HERBYS,46376,309 3RD STREET,GROTTOES,VA,24441,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,10/19/2011,N,10/27/2011,,,12/1/2011,," $ 2,000.00 ",,,,,,,
222,THE RUSTY HINGE,64844,519 MARKET AVENUE,IRON GATE,VA,24448,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,10/3/2011,N,10/12/2011,,,11/15/2011,," $ 2,000.00 ",,,,,,,
316,SIXTY WEST MARKET,67441,876 W MIDLAND TR,LEXINGTON,VA,24450,JASON CHRISTOPHER MAYS HAS BEEN CONVICTED OF A FELONY OR OF ANY CRIME OR OFFENSE INVOLVING MORAL TURPITUDE WHICH WOULD DISQUALIFY HIM AS AN EMPLOYEE,1,N,ROANOKE,INITIAL HEARING,6/24/2011,N,9/13/2011,10/19/2011,11/10/2011,12/15/2011,,,,,,,REQUEST TO EMPLOY - APPROVED,,
569,APPLEBEES NEIGHBORHOOD BAR & GRILL,67366,870 N. LEE HWY.,LEXINGTON,VA,24450,CONDUCTED HAPPY HOUR; ALLOWED CONSUMPTION OF UNAUTHORIZED ALCOHOLIC BEVERAGES; ALLOWED BEER DISPENSED FOR ON PREMISES CONSUMPTION TO BE REMOVED FROM AUTHORIZED AREAS,3,N,ROANOKE,OFFER IN COMPROMISE,2/29/2012,N,4/16/2012,,,5/3/2012,," $ 1,500.00 ",,,,,,,
571,SOUTHERN INN RESTAURANT,2461,37 S MAIN STREET,LEXINGTON,VA,24450,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,3/7/2012,N,4/9/2012,,,5/3/2012,," $ 2,000.00 ",,,,,,,
599,BRIX,60838,4 E WASHINGTON ST,LEXINGTON,VA,24450,FAIL TO TIMELY SUBMIT ANNUAL REVIEW REPORT,1,Y,ROANOKE,INITIAL HEARING,12/1/2011,N,3/1/2012,4/6/2012,4/16/2012,5/29/2012,,,,,,,NO PENALTY IMPOSED,,
616,VIRGINIA BORN AND BRED,59066,16 W WASHINGTON ST,LEXINGTON,VA,24450,UAB,1,N,ROANOKE,OFFER IN COMPROMISE,3/7/2012,N,3/27/2012,,,6/1/2012,15,,,,,,,,
192,FAST BREAK,70137,16 W MAIN STREET,MONTERY,VA,24465,UAB,1,Y,ROANOKE,CONSENT SETTLEMENT,9/26/2011,N,10/11/2011,,,11/4/2011,," $ 2,000.00 ",,,,,,,
104,FOOD LION 2579,32852,13955 WARDS ROAD,LYNCHBURG,VA,24501,UAB,1,Y,LYNCHBURG,OFFER IN COMPROMISE,6/14/2011,Y,7/1/2011,,,9/7/2011,," $ 5,000.00 ",,,,,,,
54,APPLE MARKET #3210,43410,102 PAULETTE CIRCLE,LYNCHBURG,VA,24502,UAB,1,Y,LYNCHBURG,OFFER IN COMPROMISE,3/3/2011,N,3/11/2011,5/16/2011,6/1/2011,7/22/2011,," $ 5,000.00 ",,,,,,,
123,KOTO JAPANESE STEAK & SEAFOOD,65838,2160 WARDS ROAD,LYNCHBURG,VA,24502,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,6/28/2011,N,8/15/2011,,,9/28/2011,," $ 2,000.00 ",,,,,,,
135,OUTLANDERS RESTAURANT & SALOON,59120,6201 FORT AVE,LYNCHBURG,VA,24502,"GROSS RECEIPTS FROM THE SALE OF FOOD AND NONALCOHOLIC BEVERAGES WERE LESS THAN 45% OF THE GROSS RECEIPTS FROM THE SALE OF MIXED BEVERAGES AND FOOD; LICENSEE FAILED TO KEEP COMPLETE, ACCURATE AND SEPARATE RECORDS ",2,N,LYNCHBURG,INITIAL HEARING,1/1/2011,N,6/2/2011,7/8/2011,8/25/2011,9/30/2011,10," $ 1,500.00 ",,,,,,,
206,OUTLANDERS RESTAURANT & SALOON,59120,6201 FORT AVE,LYNCHBURG,VA,24502,LICENSEE CANNOT DEMONSTRATE FINANCIAL RESPONSIBILITY,1,N,LYNCHBURG,INITIAL HEARING,1/10/2011,N,1/20/2011,2/23/2011,4/1/2011,11/9/2011,,,,,Y,,,,
448,QUICK E FOOD STORES,33439,8217 TIMBERLAKE ROAD,LYNCHBURG,VA,24502,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,12/29/2011,N,1/11/2012,,,2/7/2012,," $ 2,000.00 ",,,,,,,
451,QUIK E FOOD STORE,25799,6015 FORT AVENUE,LYNCHBURG,VA,24502,UAB,1,Y,LYNCHBURG,INITIAL HEARING,10/13/2011,N,10/31/2011,12/1/2011,1/20/2012,2/9/2012,60," $ 5,000.00 ",15,,,,,,
466,PORTERHOUSE,75192,126 OLD GRAVES MILL ROAD,LYNCHBURG,VA,24502,UAB,1,Y,LYNCHBURG,CONSENT SETTLEMENT,11/29/2011,N,1/11/2012,,,2/16/2012,," $ 2,000.00 ",,,,,,,
539,KOTO JAPANESE STEAK & SEAFOOD,65838,2160 WARDS RD,LYNCHBURG,VA,24502,FAILED TO TIMELY SUBMIT MBAR,1,N,LYNCHBURG,INITIAL HEARING,7/31/2011,N,12/15/2011,1/30/2012,3/13/2012,4/17/2012,7, $ 500.00 ,,,,,,,
349,MARIOS PIZZA & RISTORANTE,74796,2309 BEDFORD AVENUE,LYNCHBURG,VA,24503,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,10/26/2011,N,12/6/2011,,,1/3/2012,25,,,,,,,,
31,MARKET AT MAIN,62274,904 MAIN ST,LYNCHBURG,VA,24504,LICENSEE CANNOT DEMONSTRATE FINANCIAL RESPONSIBILITY SUFFICIENT TO MEET REQUIREMENTS OF BUSINESS CONDUCTED,1,N,LYNCHBURG,INITIAL HEARING,6/30/2010,Y,3/2/2011,5/17/2011,6/13/2011,7/20/2011,,,,12,,,,,
132,BULL BRANCH,13560,109 11TH STREET,LYNCHBURG,VA,24504,FINANCIAL RESPONSIBILITY,1,N,LYNCHBURG,APPEAL HEARING,2/14/2011,N,3/9/2011,5/17/2011,6/7/2011,9/29/2011,5,,,,,,,,
276,WHITE ROCK FOOD MARKET,69824,818 FLORIDA AVE,LYNCHBURG,VA,24504,PLACE TO BE OCCUPIED IS SO SITUATED WITH RESPECT TO THE WHITE ROCK COMMUNITY THAT OPERATION WILL ADVERSELY AFFECT REAL PROPERTY VALUES OR INTEREFERE WITH THE USUAL QUIETUDE AND TRANQUILITY,1,N,LYNCHBURG,INITIAL HEARING,10/12/2011,N,10/14/2011,11/2/2011,11/3/2011,12/6/2011,,,,,,,APPLICATION - GRANTED,,
675,THE GR8 PL8 CAFÉ & LOUNGE,78514,1423 KEMPER STREET,LYNCHBURG,VA,24504,ALESIA WALLER CONVICTED WITHIN 5 YEARS PRECEDING THE DATE OF THE APPLICATON FOR THE LICENSE; QUALIFICATIONS; ALESIA WALLER CONFICTED OF A FELONY OR ANY CRIME OR OFFENSE INVOLVING MORAL TURPITUDE,3,N,LYNCHBURG,APPEAL HEARING,10/27/2009,N,1/19/2012,2/15/2012,4/10/2012,6/29/2012,,,,,,Y,LICENSE REFUSED. CHG. 2 DISMISSED ,,
66,CHINA WOK SUPER BUFFET,64783,1301 MAIN STREET SUITE L,ALTAVISTA,VA,24517,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,6/24/2011,N,7/12/2011,,,8/1/2011,25,,,,,,,,
58,APPLE MARKET #3206,11856,"1425 N. AMHERST HWY., STE 106",AMHERST,VA,24521,UAB,1,Y,LYNCHBURG,OFFER IN COMPROMISE,2/17/2011,N,3/7/2011,5/16/2011,6/1/2011,7/29/2011,," $ 5,000.00 ",2,,,,,,
236,HAPPY FOOD MART,53214,817 BURKS HILL ROAD,BEDFORD,VA,24523,UAB,1,Y,ROANOKE,CONSENT SETTLEMENT,9/13/2011,N,9/30/2011,,,11/21/2011,25,,,,,,,,
626,EL CAZADOR #2,11649,1600 SHADY KNOLL AVENUE,BEDFORD,VA,24523,"LICENSEE FAILED TO SUBMIT TO THE BOARD THE ANNUAL REVIEW REPORT FOR THE YEAR ENDING DECEMBER 31, 2011",1,N,ROANOKE,CONSENT SETTLEMENT,3/13/2012,N,4/11/2012,,,6/8/2012,, $ 500.00 ,,,,,,,
23,EXPRESSWAY,71143,408 LUSARDI DRIVE,BROOKNEAL,VA,24528,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,6/14/2011,N,7/1/2011,,,7/19/2011,," $ 2,000.00 ",,,,,,,
40,BROOKNEAL MINI MART,22552,502 LYNCHBURG AVE.,BROOKNEAL,VA,24528,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,6/28/2011,N,7/12/2011,,,7/28/2011,," $ 2,000.00 ",,,,,,,
242,PENNY MART,56826,1310 LYNCHBURG AVE,BROOKNEAL,VA,24528,FAILED TO HAVE DESIGNATED MANAGER PRESENT AND IN ACTUAL CHARGE; UAB,2,N,LYNCHBURG,INITIAL HEARING,6/14/2011,N,6/23/2011,9/29/2011,10/21/2011,11/22/2011,7," $ 1,500.00 ",,,,,,,
182,FOOD LION 464,9700,"13701 US HIGHWAY 29, STE G",CHATHAM,VA,24531,LICENSEE ALLOWED CONSUMPTION OF ALCOHOLIC BEVERAGES UPON THE PREMISES BY AN INTOXICATED PERSON,1,N,LYNCHBURG,CONSENT SETTLEMENT,5/20/2011,N,10/6/2011,,,10/27/2011,," $ 2,000.00 ",,,,,,,
270,TRIPLE A GROCERY,40039,8195 HUNTING CREEK ROAD,CLOVER,VA,24534,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,10/26/2011,N,11/1/2011,,,12/6/2011,," $ 2,000.00 ",,,,,,,
26,VILLAGE MARKET,32819,8907 VILLAGE HIGHWAY,CONCORD,VA,24538,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,6/14/2011,N,7/6/2011,,,7/19/2011,," $ 2,000.00 ",,,,,,,
470,NORTH MAIN TEXACO,17391,2434 N MAIN ST,DANVILLE,VA,24540,UAB,1,N,LYNCHBURG,INITIAL HEARING,10/20/2011,N,11/10/2011,1/10/2012,1/25/2012,2/28/2012,25," $ 2,000.00 ",,,,,,,
593,SUNRISE MART 3,67518,2305 N MAIN STREET,DANVILLE,VA,24540,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,1/28/2012,N,5/4/2012,,,5/24/2012,," $ 2,000.00 ",,,,,,,
605,EXPRESS LINE,74362,1614 RICHMOND BOULEVARD,DANVILLE,VA,24540,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,1/28/2012,N,5/4/2012,,,5/31/2012,," $ 2,000.00 ",,,,,,,
628,PILOT TRAVEL CENTER 256,56035,110 RIVERPOINT DRIVE,DANVILLE,VA,24540,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,1/25/2012,N,5/11/2012,,,6/8/2012,," $ 2,000.00 ",,,,,,,
629,MT. HILL MINI MART INC,32802,1836 S BOSTON ROAD,DANVILLE,VA,24540,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,1/25/2012,N,5/14/2012,,,6/13/2012,," $ 2,000.00 ",,,,,,,
439,QUICK N PLENTY MKT II,43416,563 MEMORIAL DRIVE,DANVILLE,VA,24541,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,10/20/2011,N,12/27/2011,,,1/30/2012,," $ 2,000.00 ",,,,,,,
606,STOP IN FOOD STORE ,64784,2100 W MAIN STREET,DANVILLE,VA,24541,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,1/11/2012,N,5/9/2012,,,5/31/2012,," $ 2,000.00 ",,,,,,,
300,COMMUNITY MINI MART,17298,10 PIGEON RUN ROAD,GLADYS,VA,24554,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,10/24/2011,N,11/16/2011,,,12/15/2011,," $ 2,000.00 ",,,,,,,
113,OWENS MARKET,29177,9741 EAST LYNCHBURG SALEM TNPK,GOODE,VA,24556,UAB,1,Y,ROANOKE,INITIAL HEARING,5/16/2011,N,5/27/2011,7/21/2011,8/11/2011,9/15/2011,30," $ 3,000.00 ",10,,,,,,
405,SMs CONVENIENCE STORE,67638,4141 JAVA ROAD,JAVA ,VA,24565,UAB,1,N,LYNCHBURG,OFFER IN COMPROMISE,9/21/2011,N,10/5/2011,12/1/2011,,1/11/2012,," $ 1,500.00 ",,,,,,,
62,QUICK E FOOD STORE,37758,73 CAMPBELL HIGHWAY,RUSTBURG,VA,24588,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,6/14/2011,N,7/1/2011,,,8/1/2011,," $ 2,000.00 ",,,,,,,
99,TURPINS MINI MART,40289,10472 WARDS ROAD,RUSTBURG,VA,24588,UAB,1,N,LYNCHBURG,OFFER IN COMPROMISE,6/28/2011,N,6/28/2011,,,9/7/2011,, $ 800.00 ,,,,,,,
151,330 VALLEY STREET,48027,330 VALLEY STREET,SCOTTSVILLE,VA,24590,LICENSEE CANNOT DEMONSTRATE FINANCIAL RESPONSIBILITY SUFFICIENT TO MEET REQUIREMENTS OF BUSINESS CONDUCTED,1,N,STAUNTON,INITIAL HEARING,3/16/2011,N,3/21/2011,4/26/2011,5/13/2011,10/12/2011,5,,,12,,,,,
580,HOLLYS MARKET & DELI,66546,4951 ROLLING ROAD,SCOTTSVILLE,VA,24590,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,4/16/2012,N,4/25/2012,,,5/16/2012,," $ 2,000.00 ",,,,,,,
440,PIT STOP,49200,1179 STONEY RIDGE ROAD,BANDY,VA,24602,UAB; FAILURE TO HAVE DESIGNATED MANAGER PRESENT AND IN ACTUAL CHARGE OF LICENSED BUSINESS,2,N,SOUTHWEST,CONSENT SETTLEMENT,11/22/2011,N,12/6/2011,,,1/30/2012,25,,,,,,,,
415,LA FIESTA MEXICAN GRILL AND CANTINA,67422,504 COMMERCE DRIVE,BLUEFIELD,VA,24605,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,11/29/2011,N,12/6/2011,,,1/20/2012,," $ 2,000.00 ",,,,,,,
386,3 WAY FAST BREAK,59405,5804 GOV G C PERRY HIGHWAY,DORAN,VA,24612,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,11/22/2011,N,12/9/2011,,,1/12/2012,25,,,,,,,,
388,RONS KWIK STOP,74843,979 BRUSHFORK ROAD,FALLS MILLS,VA,24613,UAB,1,Y,SOUTHWEST,CONSENT SETTLEMENT,11/29/2011,N,12/9/2011,,,1/12/2012,," $ 2,000.00 ",,,,,,,
423,B & G CASH MARKET,67114,1270 OLD LESTERS FORK ROAD,GRUNDY,VA,24614,UAB,1,N,SOUTHWEST,OFFER IN COMPROMISE,11/30/2011,N,12/14/2011,,,1/24/2012,," $ 1,500.00 ",,,,,,,
416,DARRELLS SUPER STOP,72751,PO BOX 250,POUNDING MILL,VA,24637,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,11/22/2011,N,12/6/2011,,,1/20/2012,," $ 2,000.00 ",,,,,,,
623,PIZZA HUT #4519,54965,107 FRONT STREET,RICHLANDS,VA,24641,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,5/9/2012,N,5/21/2012,,,6/8/2012,25,,,,,,,,
29,BURKES GARDEN GENERAL,55343,6156 BURKES GARDEN ROAD,TAZEWELL,VA,24651,UAB,1,Y,SOUTHWEST,CONSENT SETTLEMENT,6/15/2011,N,6/20/2011,,,7/19/2011,," $ 2,000.00 ",,,,,,,
667,BUDDYS GAS N GO,60874,17270 DISMAL RIVER RD,WHITEWOOD,VA,24657,UAB,1,N,SOUTHWEST,OFFER IN COMPROMISE,5/9/2012,N,5/22/2012,,,6/29/2012,," $ 1,500.00 ",,,,,RSVP TRAINING,,
676,,,,,,,,,,,,,,,,,,,,,,,,,,
677,,,,,,,,,,,,,,,,,,,,,,,,,,
678,,,,,,,,,,,,,,,,,,,,,,,,,,
679,,,,,,,,,,,,,,,,,,,,,,,,,,
680,,,,,,,,,,,,,,,,,,,,,,,,,,
681,,,,,,,,,,,,,,,,,,,,,,,,,,
682,,,,,,,,,,,,,,,,,,,,,,,,,,
683,,,,,,,,,,,,,,,,,,,,,,,,,,
684,,,,,,,,,,,,,,,,,,,,,,,,,,
685,,,,,,,,,,,,,,,,,,,,,,,,,,
686,,,,,,,,,,,,,,,,,,,,,,,,,,
687,,,,,,,,,,,,,,,,,,,,,,,,,,
688,,,,,,,,,,,,,,,,,,,,,,,,,,
689,,,,,,,,,,,,,,,,,,,,,,,,,,
690,,,,,,,,,,,,,,,,,,,,,,,,,,
691,,,,,,,,,,,,,,,,,,,,,,,,,,
692,,,,,,,,,,,,,,,,,,,,,,,,,,
693,,,,,,,,,,,,,,,,,,,,,,,,,,
694,,,,,,,,,,,,,,,,,,,,,,,,,,
695,,,,,,,,,,,,,,,,,,,,,,,,,,
696,,,,,,,,,,,,,,,,,,,,,,,,,,
697,,,,,,,,,,,,,,,,,,,,,,,,,,
698,,,,,,,,,,,,,,,,,,,,,,,,,,
699,,,,,,,,,,,,,,,,,,,,,,,,,,
700,,,,,,,,,,,,,,,,,,,,,,,,,,
701,,,,,,,,,,,,,,,,,,,,,,,,,,
702,,,,,,,,,,,,,,,,,,,,,,,,,,
703,,,,,,,,,,,,,,,,,,,,,,,,,,
