RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE?,REGION,DISPOSITION METHOD,VIOLATION DATE,DISPOSITION DATE,SUSPENSION (DAYS),CIVIL PENALTY ($),MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED (Y/N),OTHER
82,COWLINGS BAR B Q,55822,HWY 460 P.O. BOX 652,WAVERLY,VA,23890,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/1/2009,08/05/09,25,,,,,,
91,7 ELEVEN STORE 2511 21468H,27061,115 S COUNTY DRIVE,WAVERLY,VA,23890,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/1/2009,08/05/09,," $ 2,000.00 ",,,,,
467,SHEETZ #395,45939,2016 S MAIN STREET ,FARMVILLE,VA,23901,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,10/27/2009,01/04/10,," $ 2,000.00 ",,,,,
545,WORSHAM GROCERY,73600,6309 FARMVILLE ROAD,FARMVILLE,VA,23901,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,10/27/2009,02/04/10,25,,,,,,
578,THIRD AVENUE MARKET,53755,204 E THIRD STREET,FARMVILLE,VA,23901,UAB,1,N,LYNCHBURG,OFFER-IN-COMPROMISE,10/8/2009,02/04/10,," $ 1,500.00 ",,,,,
776,MITCHELLS MARKET,50998,2487 CUMBERLAND RD,FARMVILLE,VA,23901,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,2/27/2010,04/16/10,,"$2,000.00 ",,,,,
130,RED BARN FOOD STORE,27801,157 THOMAS JEFFERSON HWY,CHARLOTTE COURT HOUSE,VA,23923,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,6/18/2009,08/12/09,," $ 2,000.00 ",,,,,
781,FOOD LION 1576,9914,RR 1 BOX 200,DILLWYN,VA,23936,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,3/6/2010,04/16/10,,"$2,000.00 ",,,,,
165,FOOD LION #1232,9884,301 GLEN STREET,KEYSVILLE,VA,23947,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,6/18/2009,08/24/09,," $ 2,000.00 ",,,,,
855,THAI ORCHID RESTAURANT,54576,303 1ST ST SW,ROANOKE,VA,24011,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,4/20/2001,05/21/10,25,,,,,,
870,TABLE FIFTY,42306,309 MARKET ST SE,ROANOKE,VA,24011,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,4/20/2010,06/02/10,," $ 2,000.00 ",,,,,
898,THE BLUES BBQ CO ,46431,107 MARKET ST SE,ROANOKE,VA,24011,UAB,1,N,ROANOKE,INITIAL HEARING,12/7/2009,06/10/10,25," $ 2,000.00 ",,,,,
111,BUFFALO WILD WINGS GRILL & BAR,41081,4802 VALLEY VIEW BLVD NW,ROANOKE,VA,24012,"SALE OF A.B. TO AN ITOX PERSON, LOITERING-INTOX PERSON",2,N,ROANOKE,CONSENT SETTLEMENT,3/26/2009,08/05/09,," $ 2,500.00 ",,,,,
207,P n N MARKET 97,26597,1650 HERSHBERGER ROAD NW,ROANOKE,VA,24012,KEPT OR ALLOWED TO BE KEPTUNAUTHORIZED A.B.,1,N,ROANOKE,CONSENT SETTLEMENT,7/21/2009,09/01/09,, $ 500.00 ,,,,,
209,THE INSIDER,74189,3107 WILLIAMSON ROAD NW,ROANOKE,VA,24012,FINANCIAL RESPONSIBILITY,1,N,ROANOKE,INITIAL HEARING,3/13/2009,09/02/09,,,,,,,PROCEEDINGS TERMINATED AT HEARING DUE TO NO ABC LICENSE AT TIME OF HEARING.
223,BAD WOLF BAR B Q,43135,5236 WILLIAMSON ROAD NW,ROANOKE,VA,24012,FAILED TO KEEP RECORDS (GENERAL) AND MAKE AVAILABLE FOR INSPECTION,1,N,ROANOKE,INITIAL HEARING,3/9/2009,09/09/09,,,,12,,,
229,GO MART 94,15496,3519 WILLIAMSON ROAD NW,ROANOKE,VA,24012,FAILED TO KEEP RECORDS (GENERAL) AND MAKE AVAILABLE FOR INSPECTION,1,N,ROANOKE,INITIAL HEARING,3/9/2009,09/09/09,7, $ 500.00 ,,,,,
254,460 ROADHOUSE BAR & GRILL,48426,1020 ORANGE AVENUE NE,ROANOKE,VA,24012,"SALE OF A.B. TO AN ITOX PERSON, LOITERING-INTOX PERSON",2,N,ROANOKE,INITIAL HEARING,12/19/2008,10/05/09,25," $ 2,000.00 ",,,,Y,"CH 1-25/$2000, CH 2-DISMISSED"
263,460 ROAH HOUSE BAR & GRILL,48426,1020 ORANGE AVENUE NE,ROANOKE,VA,24012,REQUEST FOR APPROVAL/DISAPPROVAL OF DESIGNATED MANAGER,1,N,ROANOKE,INITIAL HEARING,2/11/2009,10/07/09,,,,,,,DESIGNATED MANAGER NOT APPROVED
270,PUNTO LATINO,42973,"3326 WILLIAMSON ROAD, NW",ROANOKE,VA,24012,KEPT M.B.NOT BEARING MB STAMPS,1,N,ROANOKE,CONSENT SETTLEMENT,7/21/2009,10/16/09,, $ 500.00 ,,,,,
338,THE FILLIN STATION,51682,2217 WILLIAMSON ROAD NE,ROANOKE,VA,24012,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,8/10/2009,11/09/09,," $ 2,000.00 ",,,,,
391,TURBO MART #1,14159,4101 PLANTATION ROAD NE,ROANOKE,VA,24012,FINANCIAL RESPONSIBILTY,1,N,ROANOKE,INITIAL HEARING,4/10/2009,12/08/09,,,,,,Y,DISMISSED
456,ONE STOP MARKET #1,5954,2223 WILLIAMSON ROAD NE,ROANOKE,VA,24012,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,11/2/2009,01/04/10,," $ 2,000.00 ",,,,,
515,ONE STOP MARKET #1,5954,2223 WILLIAMSON ROAD NE,ROANOKE,VA,24012,UAB,1,N,ROANOKE,INITIAL HEARING,5/14/2009,01/20/10,25," $ 2,000.00 ",,,,,
645,W R BREWS,19470,3801 WILLIAMSON RD,ROANOKE,VA,24012,"FAIL TO KEEP COMPLETE, ACCURATE, SEPARATE RECORDS",1,Y,RICHMOND,INITIAL HEARING,7/1/2009,02/23/10,7, $ 500.00 ,,,,,
696,CITY LIMITS BAR & GRILL,62316,3005 PLANTATION ROAD,ROANOKE,VA,24012,"SO LOCATED/PEACE & GOOD ORDER, RESIDENCE AND RESIDENTIAL AREA",3,N,ROANOKE,APPEAL HEARING,9/7/2009,04/12/10,,,,,,,APPLICATION GRANTED
698,PUNTO LATINO,42973,3326 WILLIAMSON RD,ROANOKE,VA,24012,LOITERING BY INTOX PERSON,1,N,ROANOKE,INITIAL HEARING,10/31/2009,03/18/10,7, $ 500.00 ,,,,,
710,SHEETZ 300,11141,1212 WILLIAMSON ROAD NE,ROANOKE,VA,24012,"FAILED TO KEEP COMPLETE, ACCURATE & SEPARATE RECORDS",1,Y,ROANOKE,APPEAL HEARING,3/18/2009,03/22/10,7,$500.00 ,,,,,
802,MY PLACE BAR & GRILL,61515,2404 ORANGE AVE,ROANOKE,VA,24012,FAILS TO QUALIFY,1,N,ROANOKE,INITIAL HEARING,9/1/2009,04/29/10,,,,,,,APPLICATION GRANTED
814,SUNOCO FAST STOP,47791,3745 CHALLENGER AVE,ROANOKE,VA,24012,UAB,1,N,ROANOKE,INITIAL HEARING,5/21/2009,05/10/10,25," $ 2,500.00 ",,,,,
857,P N  N MARKET 97,26597,"1650 HERSHBERGER RD, NW",ROANOKE,VA,24012,UAB,1,Y,ROANOKE,INITIAL HEARING,12/7/2009,05/21/10,25," $ 2,000.00 ",,,,,
862,WORLDWIDE FOOD MARKET,57703,5623 WILLIAMSON RD,ROANOKE,VA,24012,UAB,1,N,ROANOKE,INITIAL HEARING,11/2/2009,05/21/10,25," $ 2,000.00 ",,,,,
323,MONTANOS INTERNATIONAL GOURMET,48198,3733 FRANKLIN ROAD SW,ROANOKE,VA,24014,"EMPLOYED CONVICTED FELON, FAILED TO KEEP RECORDS (GENERAL) AND MAKE AVAILABLE FOR INSPECTION",2,N,ROANOKE,OFFER-IN-COMPROMISE,4/8/2008,11/05/09,," $ 8,750.00 ",,,,,
374,KABUKI JAPANESE STEAKHOUSE,34513,3503 FRANKLIN ROAD SW,ROANOKE,VA,24014,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/14/2009,11/24/09,," $ 2,000.00 ",,,,,
934,THE LIBRARY RESTAURANT,13850,3117 FRANKLIN ROAD SW,ROANOKE,VA,24014,UAB,1,N,ROANOKE,OFFER-IN-COMPROMISE,4/28/2010,06/25/10,," $ 1,000.00 ",,,,,
380,VILLAGE GRILL,27816,1802 MEMORIAL AVENUE SW,ROANOKE,VA,24015,"NOT A ""DINING AREA""",1,N,ROANOKE,INITIAL HEARING,4/28/2009,12/01/09,,,,,,,EXTENTION GRANTED TO INCLUDE OUTDOOR PATIO AREA
782,THE BRIDGE STREET GRILLE,63062,702 BRIDGE ST,ROANOKE,VA,24015,# OF LICENSES DETRIMENTAL TO PUBLIC,1,N,ROANOKE,INITIAL HEARING,1/6/2010,04/23/10,,,,,,,APPLICATION GRANTED
390,SAKINA FOOD MART,49169,419 THIRTEENTH STREET SW,ROANOKE,VA,24016,FINANCIAL RESPONSIBILTY,1,N,ROANOKE,INITIAL HEARING,4/10/2009,12/08/09,,,,,,Y,DISMISSED
3,HILLTOP RESTAURANT,13667,3132 SHENANDOAH AVENUE NW,ROANOKE,VA,24017,"LOITERING-INTOX PERSON, CONSUMPTION OF A.B. BY AN INTOX PERSON",2,N,ROANOKE,CONSENT SETTLEMENT,3/19/2009,07/06/09,," $ 2,500.00 ",,,,,
340,TAIPEI RESTAURANT,77707,4115 MELROSE AVENUE NW,ROANOKE,VA,24017,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,8/14/2009,11/09/09,25,,,,,,
935,SHENANDOAH RESTAURANT,58815,2905 SHENANDOAH AVENUE NW,ROANOKE,VA,24017,SOLD TO INTOXICATED; ALLOWED CONSUMPTION BY INTOXICATED,2,N,ROANOKE,OFFER-IN-COMPROMISE,5/29/2009,06/25/10,," $ 1,500.00 ",,,,,
335,FOOD LION 1382 ,9857,6619 WILLIAMSON ROAD,ROANOKE,VA,24019,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,8/10/2009,11/09/09,," $ 2,000.00 ",,,,,
752,HARBOR INN SEAFOOD,72980,7416 WILLIAMSON RD,ROANOKE,VA,24019,UAB,1,N,ROANOKE,INITIAL HEARING,9/16/2009,04/08/10,25," $ 2,000.00 ",,,,,
923,QUALITY INN ROANOKE AIRPORT,73715,6626 THIRLANE ROAD,ROANOKE,VA,24019,UAB,1,N,ROANOKE,OFFER-IN-COMPROMISE,4/20/2010,06/24/10,," $ 1,500.00 ",,,,,
353,HUNAN KING,15884,"801 UNIVERSITY CITY BLVD, STE 3",BLACKSBURG,VA,24060,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,10/6/2009,11/24/09,25,,,,,,
611,ABELLA CAFÉ,45086,"24 DRAPER RD, NW",BLACKSBURG,VA,24060,ATTEMPT TO DECEIVE THE BOARD ,1,N,RICHMOND,INITIAL HEARING,11/30/2008,02/16/10,,,,,,Y,DISMISSED
697,ZEPPOLIS,74893,810 UNIVERSITY CITY BLVD,BLACKSBURG,VA,24060,UAB,1,N,ROANOKE,INITIAL HEARING,10/6/2009,03/18/10,20," $ 1,500.00 ",,,,,
768,THE HOKIE HOUSE RESTAURANT,59108,322 N MAIN ST,BLACKSBURG,VA,24060,ALLOWED CONSUMPTION < 21,1,Y,ROANOKE,INITIAL HEARING,10/29/2009,04/14/10,15," $ 1,500.00 ",,,,,
915,HOLIDAY INN UNIVERSITY,47116,900 PRICES FORD RD,BLACKSBURG,VA,24060,INTOXICATED TO LOITER,1,N,ROANOKE,CONSENT SETTLEMENT,5/6/2010,06/16/10,, $ 500.00 ,,,,,
918,RIVERWAY STORE,57009,4338 PRICES FORK RD,BLACKSBURG,VA,24060,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,5/18/2010,06/21/10,," $ 2,000.00 ",,,,,
721,COPPER TOP RESTAURANT,50204,630 LOWE STREET,BUCHANAN,VA,24066,UAB ,1,N,ROANOKE,OFFER-IN-COMPROMISE,8/13/2009,03/29/10,, $ 500.00 ,15,,,,
83,YANGS HUNAN HOUSE,17020,2100 ROANOKE STREET,CHRISTIANSBURG,VA,24073,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,6/10/2009,08/05/09,25,,,,,,
119,FAST STOP,29555,355 RADFORD ROAD,CHRISTIANSBURG,VA,24073,FINANCIAL RESPONSIBILITY,1,N,ROANOKE,INITIAL HEARING,8/28/2008,08/11/09,,,,,,Y,DISMISSED
128,DELI MART 24,59058,900 LUSTERS GATE ROAD,CHRISTIANSBURG,VA,24073,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,6/5/2009,08/11/09,," $ 2,000.00 ",,,,,
446,EL GRAN RODEO RESTAURANTE MEXICANO,12141,2585 MARKET STREET,CHRISTAINSBURG,VA,24073,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,10/6/2009,01/04/10,," $ 2,000.00 ",,,,,
469,JOCO MART,11359,1935 CAMBRIA STREET NE,CHRISTAINSBURG,VA,24073,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/29/2009,01/04/10,," $ 2,000.00 ",,,,,
709,SUNSET GRILLE AT ASHLEY PLANTATION,38788,919 GREENFIELD STREET,DALEVILLE,VA,24083,UAB,1,N,ROANOKE,OFFER-IN-COMPROMISE,10/23/2009,03/19/10,," $ 1,500.00 ",,,,,
713,MAMA D'S ,78051,1661 ROANOKE RD,DALEVILLE,VA,24083,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,2/8/2010,03/24/10,," $ 2,000.00 ",,,,,
507,SHOP EEZ,34036,4861 CLEBURNE BLVD,DUBLIN,VA,24084,UAB,1,Y,SOUTHWEST,INITIAL HEARING,3/20/2009,01/22/10,30,"$3,000.00",10,,,,
132,TUGGLES GAP MOTEL & RESTAURANT,57413,3351 PARKWAY LANE S,FLOYD,VA,24091,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,5/13/2009,08/12/09,," $ 2,000.00 ",,,,,
248,FLOYD XPRESS MARKET,16616,609 E MAIN STREET,FLOYD,VA,24091,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,5/13/2009,09/17/09,," $ 2,000.00 ",,,,,
122,CHATAM CITGO,48540,8425 AL PHILPOTT HWY,MARTINSVILLE,VA,24112,UAB,1,N,LYNCHBURG,INITIAL HEARING,11/13/2007,08/11/09,15," $ 1,500.00 ",,,,,
169,HARRISONS AT SUNSET CAY,47315,1336 CAMPERS PARADISE TRAIL,MONETA,VA,24121,FINANCIAL RESPONSIBILITY,1,N,LYNCHBURG,INITIAL HEARING,12/1/2008,08/27/09,,,,,Y,,
381,MANGOS BAR & GRILL,17014,"16430 BOOKER T WASHINGTON HWY, STE 20",MONETA,VA,24121,"CONSUMPTION OF A.B. BY AN INTOX PERSON, LOITERING-INTOX PERSON",2,Y,ROANOKE,INITIAL HEARING,5/23/2009,12/01/09,30," $ 2,500.00 ",10,,,Y,"CH 1-PENALTY, CH 2-DISMISSED"
503,DRIFT IN SUNOCO,47052,16463 MONETA ROAD,MONETA,VA,24121,UAB,1,N,ROANOKE,OFFER-IN-COMPROMISE,10/20/2009,01/22/10,," $ 1,500.00 ",,,,,
719,SHOPRITE,42343,14600 MONETA ROAD,MONETA,VA,24121,UAB,1,Y,LYNCHBURG,OFFER-IN-COMPROMISE,10/20/2009,03/26/10,," $ 5,000.00 ",,,,,
882,DRIFT IN SUNOCO,47052,16463 MONETA ROAD,MONETA,VA,24121,UAB,1,Y,ROANOKE,OFFER-IN-COMPROMISE,2/3/2010,06/07/10,3," $ 4,500.00 ",,,,,
734,FOOD TIME SHOPPE SMART 95,77531,125 MAIN ST,"NARROWS,",VA,24124,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,2/3/2010,04/05/10,," $ 2,000.00 ",,,,,
258,PEARISBURG MOOSE LODGE,37490,106 WILBURN VALLEY ROAD,PEARISBURG,VA,24134,"CONVICTED OF FELONY/MORAL TURPITUDE-OFFICER, DIRECTOR, MANAGER OR 10% SHARGEHOLDER",1,N,SOUTHWEST,INITIAL HEARING,1/25/2009,10/07/09,,,,,,,APPROVED TO APPOINT AN OFFICER OF THE CLUB
888,EL RANCHERO NO 7 MEXICAN RESTAURANT,48573,165A KINTER WAY,PEARISBURG,VA,24134,UAB,1,N,STAUNTON,INITIAL HEARING,2/3/2010,06/10/10,25," $ 2,000.00 ",,,,,
388,COOL BRANCH BAR & GRILL,33883,3585 SMITH MOUNTAIN ROAD,PENHOOK,VA,24137,"CONSUMPTION OF A.B. BY A PERSON LESS THAN 21 YOA, AFTER HOURS SALE OF A.B. ON PREMISES-WINE.BEER LOCALITY, AFTER HOURS CONSUMPTION OF A.B.-WINE/BEER LOCALITY, CONSUMPTION OF A.B. IN AREAS OTHER THAN IN DINING/DESIGNATED AREAS",4,N,LYNCHBURG,INITIAL HEARING,7/26/2009,12/01/09,25," $ 3,000.00 ",,,,,
64,SHARKEYS WING & RIB JOINT,53391,1202 E MAIN STREET,RADFORD,VA,24141,"LOITERING-INTOX PERSON, DESIGNATED MANAGER NOT ON DUTY",2,N,SOUTHWEST,CONSENT SETTLEMENT,4/17/2009,07/29/09,," $ 1,000.00 ",,,,,
509,MI PUERTO RESTAURANT ,15855,1121 E MAIN STREET,RADFORD,VA,24141,CONDUCT HAPPY HOUR   ,1,Y,SOUTHWEST,INITIAL HEARING,4/16/2009,01/22/10,10," $ 1,000.00 ",,,,,
524,SCREAMERS SPORTS GRILL,57657,1003 E MAIN STREET,RADFORD,VA,24141,"SO LOCATED-VIOLATIONS-""PEACE AND GOOD ORDER""",1,N,SOUTHWEST,INITIAL HEARING,8/6/2009,01/27/10,,,,,,,APPLICATION-GRANTED
616,CENTRAL MARKET & DELI,56808,1123 FAIRFAX STREET,RADFORD,VA,24141,UAB x13; DELIVERING W/O DELIVERY PERMIT,14,Y,RICHMOND,INITIAL HEARING,2/4/2009,02/16/10,30," $ 2,500.00 ",15,,,,CH 14 - REVOKED DELIVERY PERMIT; CH 10-13 DISMISSED
727,SHARKEYS WING & RIB JOINT,53391,1202 E MAIN ST,RADFORD,VA,24141,UAB,1,N,ROANOKE,INITIAL HEARING,11/5/2009,03/30/10,25," $ 2,000.00 ",,,,,
742,SPINNAKERS RESTAURANT,40443,1501 TYLER AVE,RADFORD,VA,24141,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,2/3/2010,04/05/10,," $ 2,000.00 ",,,,,
881,RILEYS,72944,1043 E. MAIN STREET,RADFORD,VA,24141,INTOXICATED TO LOITER; CONSUMPTION BY INTOXICATED; INTOXICATED TO LOITER; CONSUMPTION NOT IN DESIGNATED AREAS,4,N,SOUTHWEST,OFFER-IN-COMPROMISE,4/16/2009,06/07/10,15," $ 2,500.00 ",,,,,
899,SALS JR,34869,7401 PEPPERS FERRY BLVD,FAIRLAWN,VA,24141,UAB,1,N,SOUTHWEST,INITIAL HEARING,11/5/2009,06/10/10,20," $ 1,750.00 ",,,,,
475,THE CORNER MARKET,12772,201 VIRGINIA AVENUE,RICH CREEK,VA,24147,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,11/5/2009,01/04/10,25,,,,,,
8,SHEETZ #329,19493,265 OLD FRANKLIN TPKE,ROCKY MOUNT,VA,24151,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,4/22/2009,07/06/09,," $ 2,000.00 ",,,,,
384,MAIN STREET CITGO,41806,1803 W MAIN STREET,SALEM,VA,24153,"FAILED TO KEEP RECORDS (GENERAL) AND MAKE AVAILABLE FOR INSPECTION, DESIGNATED MANAGER NOT ON DUTY",2,N,ROANOKE,INITIAL HEARING,4/21/2009,12/01/09,7," $ 1,000.00 ",,,,,
517,APPLE MARKET,31330,200 APPERSON DRIVE,SALEM,VA,24153,UAB,1,Y,ROANOKE,OFFER-IN-COMPROMISE,5/14/2009,01/20/10,," $ 4,500.00 ",,,,,
580,BLUE RIDGE BEVERAGE CO,5774,4446 BARLEY DRIVE,SALEM,VA,24153,"BOUGHT OR GAVE MONEY, EQUIPMENT, FURNITURE, FIXTURES, PROPERTY OR SOMETHING OF VALUE",1,N,ROANOKE,OFFER-IN-COMPROMISE,7/21/2009,02/04/10,," $ 2,500.00 ",,,,,
741,STARTERS SPORTS BAR & GRILL,62537,928 S COLORADO ST,SALEM,VA,24153,HAPPY HOUR; UAB,2,N ,ROANOKE,CONSENT SETTLEMENT,2/3/2010,04/05/10,," $ 2,500.00 ",,,,,
315,OLD DOMINION RESTAURANT,40348,329 W BLUE RIDGE STREET,STUART,VA,24171,"CONSUMPTION OF A.B. BY AN INTOX PERSON, LOITERING-(NO.) INTOX PERSON, ILLUMINATION",3,N,LYNCHBURG,INITIAL HEARING,2/12/2009,11/03/09,25," $ 2,500.00 ",7,,,,
511,WHISTLE STOP,35933,11729 OLD FRANKLIN TPKE,UNION HALL,VA,24176,UAB,1,N,ROANOKE,INITIAL HEARING,6/11/2009,01/22/10,25," $ 2,000.00 ",,,,,
486,CHAMBLISSBURG SUPPLY,9951,10625 STEWARTSVILLE ROAD,VINTON,VA,24179,"UAB, DESIGNATED MANAGER NOT ON DUTY",2,N,LYNCHBURG,INITIAL HEARING,1/21/2009,01/13/10,25," $ 2,500.00 ",,,,,
753,FRANKS PIZZA,57949,1219 EAST WASHINGTON AVE,VINTON,VA,24179,UAB; EMPLOYEE<18 TO SERVE; PERMITTED PERSON <21 TO BE DESIGNATED MANAGER,3,N,ROANOKE,INITIAL HEARING,9/14/2009,04/08/10,25," $ 2,500.00 ",,,,,1 CHGREDUCED TO WRITTEN WARNING
813,SMOKEY'S RESTAURANT & LOUNGE,52345,919 EAST  WASHINGTON AVE.,VINTON,VA,24179,"UAB, KEPT UNAUTHORIZED ABS. (3 CHARGES); FAILED TO KEEP COMPLETE, ACCURATE & SEPARATE RECORDS AND DENIED SPECIAL AGENTS OR OTHE LAW OFFICERS ACCESS",,Y,ROANOKE,APPEAL HEARING,2/4/2009,05/03/10,42," $ 2,750.00 ",3,,,,
615,DUDLEY MART AND RESTAURANT,8883,6674 BURNT CHIMNEY RD,WIRTZ,VA,24184,UAB; ALLOWED CONSUMPTION BY INTOXICATED PERSON; ALLOW INTOXICATED PERSON TO LOITER; ALLOWED CONSUMPTION BY EMPLOYEE x2; ALLOWED ILLEGAL GAMBLING,6,Y,RICHMOND,INITIAL HEARING,6/4/2009,02/16/10,45," $ 2,500.00 ",25,,,,
538,SHANG HAI,76583,711 STATE STREET,BRISTOL,VA,24201,"CONSUMPTION OF A.B. IN AREAS OTHER THAN IN DINING/DESIGNATED AREAS, SALE OF A.B. IN UNAUTHORIZED AREA OR MANNER, CONSUMPTION OF UNAUTHORIZED A.B.",3,N,SOUTHWEST,OFFER-IN-COMPROMISE,9/18/2009,02/01/10,, $ 500.00 ,30,,,,
543,LOS ARCOS II,26649,"3175 LINDEN DRIVE, LOT 3, STE 1 & 2",BRISTOL,VA,24201,"MBAR, DESIGNATED MANAGER NOT POSTED",2,N,SOUTHWEST,CONSENT SETTLEMENT,10/9/2009,02/04/10,," $ 1,000.00 ",,,,,
784,TEYA MART,44726,33 COMMONWEALTH AVE,BRISTOL,VA,24201,LICENSEE CONVICTED OF ...,1,N,SOUTHWEST,INITIAL HEARING,8/15/2009,04/23/10,15," $ 1,000.00 ",7,,,,
266,FAST LANE ,4374,3122 LEE HWY,BRISTOL,VA,24202,ADVERTISING-HAPPY HOUR,1,N,SOUTHWEST,OFFER-IN-COMPROMISE,7/9/2009,10/07/09,, $ 250.00 ,,,,,
663,LOS ARCOS MEXICAN RESTAURANT,38283,909 WEST MAIN STREET,ABINGDON,VA,24210,MBAR,1,Y,SOUTHWEST,INITIAL HEARING,6/1/2009,03/02/10,,,,,,,REDUCED TO WRITTEN WARNING
893,CARGO OIL CO ,43813,618 EAST MAIN ST,ABINGDON,VA,24210,UAB,1,N,SOUTHWEST,INITIAL HEARING,2/1/2010,06/10/10,30," $ 3,000.00 ",10,,,,
770,ROGERS 66 MART,76834,421 E 5TH ST,BIG STONE GAP,VA,24219,UAB,1,N,SOUTHWEST,INITIAL HEARING,10/23/2009,04/14/10,30," $ 3,000.00 ",10,,,,
52,QUINCEYS PIZZA AND BACKYARD GRILL,56995,132 W LAUREL AVENUE,DAMASCUS,VA,24236,"SO SITUATED WITH RESPECT TO CHURCH, SYNAGOGUE, HOSP., PUBLIC, PRIVATE OR PAROCHIA SCHOOL, COLLEGE OR UNIVERSITY, PUBLIC OR PRIVATE PLAYGROUND OR SIMILAR RECREATIONAL FACILITIES, OR ANY STATE, LOCAL, FEDERAL GOVT OPERATED FACILITY",1,N,SOUTHWEST,INITIAL HEARING,3/31/2009,07/27/09,,,,,,,APPLICATION GRANTED
892,EL CAMPESINO MEXICAN RESTAURANT,30990,791 REGIONAL PARK RD,LEBANON,VA,24266,UAB,1,N,SOUTHWEST,INITIAL HEARING,2/1/2010,06/10/10,25," $ 2,000.00 ",,,,,
226,WHITETOP FOOD & GAS,38454,16164 HIGHLANDS PKWY,WHITETOP,VA,24292,REQUEST FOR APPROVAL/DISAPPROVAL OF DESIGNATED MANAGER,1,N,SOUTHWEST,INITIAL HEARING,1/8/2009,09/09/09,,,,,,,DESIGNATED MANAGER APPROVED
382,DENNYS STOP & GO,48226,3552 FOSTER FALLS ROAD,BARREN SPRINGS,VA,24313,UAB,1,N,SOUTHWEST,INITIAL HEARING,3/20/2009,12/01/09,25," $ 2,000.00 ",,,,,
97,CANA COUNTRY STORE INC,40728,14314 FANCY GAP HWY,CANA,VA,24317,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,6/17/2009,08/05/09,," $ 2,000.00 ",,,,,
368,EL CAMPESTRE INC,40502,1341 E LEE HWY,CHILHOWIE,VA,24319,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,9/24/2009,11/24/09,," $ 2,000.00 ",,,,,
890,GREEN HILLS MARKET,55405,1252 WHITETOP ROAD,CHILHOWIE,VA,24319,UAB,1,N,SOUTHWEST,INITIAL HEARING,12/10/2009,06/10/10,25," $ 2,000.00 ",,,,,
569,KROGER #192,77973,"544 E STUART DRIVE, STE H",GALAX,VA,24333,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,12/7/2009,02/08/10,," $ 2,000.00 ",,,,,
637,KANGAROO EXPRESS # 3365,9263,532 E STUART DRIVE,GALAX,VA,24333,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,12/10/2009,02/24/10,," $ 2,000.00 ",,,,,
372,B & J MART,4733,501 S MONTE VISTA DRIVE,GLADE SPRINGS,VA,24340,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,9/23/2009,11/24/09,," $ 2,000.00 ",,,,,
677,DJ'S PIZZA,77292,332 NORTH MONTE VISTA DR,GLADE SPRINGS,VA,24340,SOLD AB BETW/ 12:00AM - 6:00 AM (X2); ALLOWED CONSUMPTION ON PREMISES (X2); LICENSEE CONSUMED AB; ALLOWED CONSUMPTION OTHER THAN DINING AREAS; ALLOWED CONSUMPTION BY INTOXICATED PERSONS (X2),8,N,SOUTHWEST,INITIAL HEARING,5/30/2009,03/03/10,25," $ 3,250.00 ",,,,,
393,HILL TOP STOP N GO,56996,4464 CARLTON PIKE,WOODLAWN,VA,24343,MISREPRESENTED A MATERIAL FACT IN APPLYING FOR LICENSE,1,N,SOUTHWEST,INITIAL HEARING,6/18/2009,12/08/09,,,,,,,APPLICATION DENIED
