RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE?,REGION,DISPOSITION METHOD,VIOLATION DATE,CONTINUANCE?,DATE AVAILABLE TO H & A,DATE HEARD,DECISION DATE,DISPOSITION DATE,SUSPENSION (DAYS), CIVIL PENALTY ($) ,MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED (Y/N),OTHER,,,,,,,,,,
114,FASMART #437,49254,6886 GATE CITY HIGHWAY,BRISTOL,VA,24202,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,5/23/2012,N,8/10/2012,,,9/4/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
99,BIG JOHNS MARKET & DELI INC,16805,14020 PORTERFIELD HIGHWAY,ABINGDON,VA,24210,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,5/23/2012,N,7/18/2012,,,8/21/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
59,FASMART #417,49226,16085 PORTERFIELD HIGHWAY,ABINGDON,VA,24210,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,5/23/2012,N,6/27/2012,,,7/27/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
319,LAKEWAY FOODMART,68086,604 SUMMINGS STREET,ABINGDON,VA,24210,UAB,1,N,SOUTHWEST,OFFER IN COMPROMISE,5/24/2012,N,8/13/2012,11/14/2012,,11/26/2012,, $ 500.00 ,,,,,ALL EMPLOYEES TO ATTEND RSVP,,,,,,,,,,
390,HEARTWOOD SW VIRGINIAS ARTISAN GATEWAY,69228,1 HEARTWOOD CIRCLE,ABINGDON,VA,24210,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,11/14/2012,N,11/29/2012,,,1/9/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
392,BELLAS,28649,872 E MAIN STREET,ABINGDON,VA,24210,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,11/14/2012,N,11/29/2012,,,1/9/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
465,BIG JOHNS #2,38679,543 W MAIN ST,ABINGDON,VA,24210,UAB,1,N,SOUTHWEST,INITIAL HEARING,5/24/2012,N,9/4/2012,11/14/2012,12/28/2012,2/3/2013,15," $ 1,500.00 ",,,,,,,,,,,,,,,
478,CARGO OIL CO,43813,618 E MAIN ST,ABINGDON,VA,24210,UAB,1,Y,SOUTHWEST,INITIAL HEARING,5/24/2012,Y,8/10/2012,11/14/2012,1/9/2013,2/12/2013,30," $ 3,000.00 ",10,,,,,,,,,,,,,,
534,LUDOVINAS AUTHENTIC ITALIAN FOODS ,79706,506 CUMMINGS STREET,ABINGDON,VA,24210,UAB,1,N,ROANOKE,OFFER IN COMPROMISE,11/14/2012,N,1/11/2013,,,3/29/2013,," $ 1,500.00 ",,,,,CLERK TO ATTEND RSVP,,,,,,,,,,
573,BONE FIRE SMOKEHOUSE,79790,260 W MAIN STREET,ABINGDON,VA,24210,UAB,1,N,ROANOKE,OFFER IN COMPROMISE,11/14/2012,N,2/8/2013,,,4/18/2013,," $ 1,500.00 ",,,,,RSVP & MART TRAINING,,,,,,,,,,
153,EZ STOP,41802,17616 JEB STUART HWY,ABINGDON,VA,24211,UAB,1,N,SOUTHWEST,INITIAL HEARING,3/12/2012,N,5/10/2012,6/20/2012,8/16/2012,9/19/2012,25," $ 2,000.00 ",,,,,,,,,,,,,,,
452,WILD FLOUR BAKERY,26246,24443 LEE HWY,ABINGDON,VA,24211,UAB,1,N,SOUTHWEST,INITIAL HEARING,6/26/2012,N,9/20/2012,11/14/2012,12/20/2012,1/24/2013,30," $ 3,000.00 ",15,,,,,,,,,,,,,,
634,EL CAMPESINO MEXICAN RESTAURANT,30990,791 REGIONAL PARK RD,LEBANON,VA,24226,FAIL TO TIMELY SUBMIT MBAR,1,N,ROANOKE,INITIAL HEARING,12/19/2012,N,1/30/2013,2/27/2013,4/11/2013,5/21/2013,10," $ 1,000.00 ",,,,,,,,,,,,,,,
485,ROADRUNNER MARKET 197,64743,577 FRONT WHEELER STREET,COEBURN,VA,24230,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,11/7/2012,N,1/31/2013,,,2/22/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
202,COWBOYS GENERAL STORE,48025,111 DOUGLAS DR,DAMASCUS,VA,24236,UAB,1,N,SOUTHWEST,INITIAL HEARING,3/12/2012,Y,5/16/2012,8/3/2012,9/10/2012,10/16/2012,25," $ 2,000.00 ",,,,,,,,,,,,,,,
245,BROOKSIDE MARKET LLC,65107,46903 WILDERNESS RD,DUFFIELD,VA,24244,UAB,1,N,SOUTHWEST,INITIAL HEARING,6/28/2012,N,8/10/2012,9/12/2012,9/18/2012,10/25/2012,30," $ 3,000.00 ",10,,,,,,,,,,,,,,
128,MIDWAY MARKET,53625,3848 VETERANS MEMORIAL HWY,GATE CITY,VA,24251,UAB,1,N,SOUTHWEST,OFFER IN COMPROMISE,6/28/2012,N,8/10/2012,,,9/11/2012,," $ 1,000.00 ",,,,,,,,,,,,,,,
480,PIZZA HUT OF GATE CITY,40617,223 KANE STREET,GATE CITY ,VA,24251,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,11/4/2012,N,1/9/2013,,,2/14/2013,25," $ 2,000.00 ",,,,,,,,,,,,,,,
101,BLACK DIAMOND 26,46925,1112 NORTON ROAD,WISE,VA,24293,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,6/28/2012,N,8/7/2012,,,8/24/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
201,THORN SPRINGS GOLF CLUB,9271,4360 COUNTRY CLUB DR,PULASKI,VA,24301,PERMITTED A PERSON WHO WAS NEITHER A MEMBER OR A GUEST OF A MEMBER TO PATRONIZE THE ESTABLISHMENT; SOLD ALCOHOLIC BEVERAGE TO UNAUTHORIZED PERSON,2,N,SOUTHWEST,INITIAL HEARING,3/8/2012,Y,4/17/2012,8/2/2012,9/10/2012,10/16/2012,10,"$1,500 ",,,,,,,,,,,,,,,
317,KANGAROO EXPRESS #3710,39983,1682 LEAD MINE ROAD,AUSTINVILLE,VA,24312,UAB,1,N,ROANOKE,OFFER IN COMPROMISE,10/2/2012,N,11/8/2012,,,11/29/2012,," $ 1,000.00 ",,,,,MANAGER TO ATTEND MART,,,,,,,,,,
613,CARRIAGE HOUSE SALOON,64435,121 KANAWHA RIDGE ROAD,DUGSPUR,VA,24325,SOLD ALCOHOLIC BEVERAGES BETWEEN 12 MIDNIGHT AND 6:00 A.M. X2; ALLOWED CONSUMPTION BETWEEN 12 MIDNIGHT AND 6:00 A.M. X3; ALLOWED CONSUMPTION OF ALCOHOLIC BEVERAGES BY EMPLOYEE ON DUTY; MADE GIFTS OF ALCOHOLIC BEVERAGES; ALLOWED PROHIBITED CONDUCT,8,Y,ROANOKE,OFFER IN COMPROMISE,6/24/2012,Y,11/27/2012,,,5/15/2013,," $ 10,000.00 ",,,,,,,,,,,,,,,
443,KANGAROO EXPRESS #3367,9265,62 KELLY ROAD,FANCY GAP,VA,24328,UAB,1,N,ROANOKE,OFFER IN COMPROMISE,10/17/2012,N,12/14/2012,,,1/24/2013,," $ 1,000.00 ",,,,,MART TRAINING,,,,,,,,,,
604,BLUE RIDGE TRADING CO,50753,1946 IVANHOE RD,FRIES,VA,24330,UAB,1,Y,ROANOKE,INITIAL HEARING,10/17/2012,N,1/31/2013,2/26/2013,4/9/2013,5/13/2013,30," $ 3,000.00 ",10,,,,,,,,,,,,,,
284,CHESTNUT CREEK COFFEE HOUSE,59635,104 N MAIN STREET,GALAX,VA,24333,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,5/31/2012,N,6/21/2012,,,11/27/2012,25,,,,,,,,,,,,,,,,
423,GLADEVILLE GROCERY LLC,54911,8308 CARROLLTON PIKE,GALAX,VA,24333,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,10/17/2012,N,12/13/2012,,,1/14/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
605,DJ'S PIZZA,77292,322 N MONTE VISTA DR,GLADE SPRING,VA,24340,UAB,1,N,ROANOKE,INITIAL HEARING,11/20/2012,N,12/21/2012,2/27/2013,4/9/2013,5/13/2013,25," $ 2,500.00 ",,,,,,,,,,,,,,,
233,RACE IN INC,32299,1067 W STUART DRIVE,HILLSVILLE,VA,24343,UAB,1,N,SOUTHWEST,OFFER IN COMPROMISE,8/21/2012,N,9/13/2012,,,10/24/2012,," $ 1,200.00 ",,,,,,,,,,,,,,,
521,RIO GRANDE MEXICAN GRILL,79601,314 E MAIN STREET,INDEPENDENCE,VA,24348,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,10/17/2012,N,1/31/2013,,,3/25/2013,25,,,,,,,,,,,,,,,,
169,MACADOS,40695,142 E MAIN STREET,MARION,VA,24354,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,8/21/2012,N,9/14/2012,,,10/2/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
189,YUMMY YUMMY JAPANESE RESTAURANT,65051,232 E MAIN STREET,MARION,VA,24354,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,8/16/2012,N,9/13/2012,,,10/12/2012,25,,,,,,,,,,,,,,,,
129,KANGAROO EXPRESS #3716,39977,152 MAJOR GRAHAMS RD.,MAX MEADOWS,VA,24360,UAB,1,N,SOUTHWEST,OFFER IN COMPROMISE,4/2/2012,N,8/17/2012,,,9/11/2012,," $ 1,000.00 ",,,,,MGR TO ATTEND MART,,,,,,,,,,
333,FORT CHRISWELL BP,48042,118 FORT CHRISWELL ROAD,MAX MEADOWS,VA,24360,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,10/2/2012,N,11/8/2012,,,12/28/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
397,NEW RIVER GENERAL STORE,5678,2773 FORT CHRISWELL ROAD,NEW MEADOWS,VA,24360,UAB,1,Y,ROANOKE,CONSENT SETTLEMENT,11/3/2012,N,12/10/2012,,,1/10/2013,25,,,,,,,,,,,,,,,,
152,CRABTREE CONVENIENCE,77294,3716 SALTVILLE HWY,SALTVILLE,VA,24370,UAB,1,N,SOUTHWEST,INITIAL HEARING,5/15/2012,N,5/23/2012,6/20/2012,8/16/2012,9/19/2012,30," $ 3,000.00 ",10,,,,,,,,,,,,,,
154,TOKYO JAPANESE SEAFOOD & STEAKHOUSE,69683,215 COMMONWEALTH AVE,WYTHEVILLE,VA,24382,KEPT OR ALLOWED TO BE KEPT ALCOHOLIC BEVERAGES NOT AUTHORIZED TO SELL,1,N,SOUTHWEST,INITIAL HEARING,3/29/2012,N,5/16/2012,6/20/2012,8/16/2012,9/19/2012,7, $ 500.00 ,,,,,,,,,,,,,,,
253,THE DEPOT GRILLE,52266,42 MIDDLEBROOK AVENUE,STAUNTON,VA,24401,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,9/27/2012,N,10/10/2012,,,10/31/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
265,MOCKINGBIRD,61254,123 W BEVERLEY STREET,STAUNTON,VA,24401,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,9/27/2012,N,10/15/2012,,,11/13/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
307,THE DARJEELING CAFÉ,69567,103 W BEVERLY ST,STAUNTON,VA,24401,LICENSEE CANNOT DEMONSTRATE FINANCIAL RESPONSIBILITY,1,N,STAUNTON,INITIAL HEARING,3/1/2012,Y,6/4/2012,10/12/2012,11/3/2012,12/6/2012,7,,,,,,,,,,,,,,,,
562,ARCH ROCK TEA ROOM,750,901 N AUGUSTA ST,STAUNTON,VA,24401,UAB,1,N,STAUNTON,INITIAL HEARING,9/27/2012,N,12/27/2012,1/15/2013,2/25/2013,4/10/2013,25," $ 2,000.00 ",,,,,,,,,,,,,,,
41,MORE CONVENIENCE,69886,325 COMMERCIAL AVENUE,CLIFTON FORGE,VA,24422,"APPLICANT IS UNABLE TO SPEAK, UNDERSTAND, READ AND WRITE ENGLISH IN A SATISFACTORY MANNER",1,N,ROANOKE,INITIAL HEARING,5/11/2012,N,5/14/2012,6/4/2012,6/12/2012,7/19/2012,,,,,,,PROCEEDINGS TERMINATED,,,,,,,,,,
205,DIXIE FOOD MART,43705,584 E MADISON STREET,COVINGTON,VA,24426,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/14/2012,N,9/21/2012,,,10/18/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
199,FAIRFIELD TEXACO,35124,5765 N LEE HWY,FAIRFIELD,VA,24435,"WILLIAM E GEBHARD WAS CONVICTED OF A FELONY OR OFFENSE INVOLVING MORAL TURPITUDE; CONVICTED OF LAW APPLICABLE TO MANUFACTURE, TRANSPORTATION, POSSESSION, USE OR SALE OF ALCOHOLIC BEVERAGES",2,N,ROANOKE,INITIAL HEARING,9/7/2012,N,7/3/2012,8/1/2012,9/4/2012,10/15/2012,,,,,Y,,,,,,,,,,,,
268,RUBY TUESDAY,18829,1120 N LEE HIGHWAY,LEXINGTON,VA,24450,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/26/2012,N,10/18/2012,,,11/13/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
611,SOUTH BUFFALO MARKET,78404,3528 S BUFFALO MARKET,LEXINGTON,VA,24450,UAB,1,N,ROANOKE,OFFER IN COMPROMISE,11/2/2012,N,12/4/2012,2/14/2013,3/28/2013,5/15/2013,," $ 1,000.00 ",3,,,,,,,,,,,,,,
635,NAPLES PIZZA & SUBS,46239,1213 N LEE HWY,LEXINGTON,VA,24450,CANNOT DEMONSTRATE FINANCIAL RESPONSIBILITY,1,N,ROANOKE,INITIAL HEARING,2/12/2013,N,2/27/2013,4/2/2013,4/12/2013,5/21/2013,,,,,Y,,LICENSE REVOKED,,,,,,,,,,
78,HILLCITY HOOKAH LOUNGE,78974,4716 RICHMOND HIGHWAY,LYNCHBURG,VA,24501,LACK OF RESPECT FOR LAW & ORDER,1,N,LYNCHBURG,APPEAL HEARING,3/22/2012,N,4/12/2012,5/9/2012,6/4/2012,8/10/2012,,,,,,,APPLICATION LICENSE REFUSED,,,,,,,,,,
113,FOOD LION 2579,32852,13955 WARDS ROAD,LYNCHBURG,VA,24501,uab,1,y,LYNCHBURG,OFFER IN COMPROMISE,6/28/2012,y,7/24/2012,,,8/31/2012,," $ 7,000.00 ",5,,,,,,,,,,,,,,
125,BP FOOD MART,64537,3216 OLD FOREST RD,LYNCHBURG,VA,24501,UAB,1,N,LYNCHBURG,INITIAL HEARING,4/11/2012,N,4/25/2012,6/26/2012,8/1/2012,9/6/2012,,,,,,Y,DIMISSED,,,,,,,,,,
146,CENTER CITY MINI MART,53794,1201 CAMPBELL AVENUE,LYNCHBURG,VA,24501,SOLD ALCOHOLIC BEVERAGES IN AN UNAUTHORIZED PLACE OR MANNER (2); FINANCIAL RESPONSIBILITY ,3,N,LYNCHBURG,APPEAL HEARING,7/20/2011,Y,11/1/2011,2/15/2012,4/27/2012,9/14/2012,10," $ 2,500.00 ",10,12,,,,,,,,,,,,,
380,KINGS ISLAND RESTAURANT,60507,2804 OLD FOREST ROAD,LYNCHBURG,VA,24501,UAB,1,Y,LYNCHBURG,CONSENT SETTLEMENT,1/9/2012,N,12/3/2012,,,1/8/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
586,PUEBLO VIEJO,63894,3025 OLD FOREST RD,LYNCHBURG,VA,24501,UAB,1,N,LYNCHBURG,INITIAL HEARING,9/11/2012,Y,11/7/2012,1/29/2013,3/27/2013,4/30/2013,25," $ 2,000.00 ",,,,,,,,,,,,,,,
609,SUNSHINE MARKET,81360,2901 CAMPBELL AVENUE,LYNCHBURG,VA,24501,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,3/8/2013,N,4/16/2013,,,5/15/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
171,LA CARRETA MEXICAN RESTAURANT,46746,120 SIMONS RUN SUITE L,LYNCHBURG,VA,24502,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,8/17/2012,N,9/20/2012,,,10/2/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
266,FAST MART #6,80316,5210 FORT AVENUE,LYNCHBURG,VA,24502,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,9/11/2012,N,10/15/2012,,,11/13/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
368,O'CHARLEYS 316,11084,4042 WARDS ROAD,LYNCHBURG,VA,24502,UAB,1,Y,LYNCHBURG,CONSENT SETTLEMENT,11/9/2012,N,11/29/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
386,FORT HILL BOWLING CENTER,35192,"6015 FORT AVENUE, SUITE 17",LYNCHBURG,VA,24502,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,11/9/2012,N,11/29/2012,,,1/9/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
387,MILAN INDIAN CUISINE,17184,2124 WARDS ROAD,LYNCHBURG,VA,24502,UAB,1,Y,LYNCHBURG,CONSENT SETTLEMENT,11/5/2012,N,12/7/2012,,,1/9/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
516,460 MINI MART,47246,22453 TIMBERLAKE RD,LYNCHBURG,VA,24502,UAB X2,2,Y,LYNCHBURG,INITIAL HEARING,3/16/2012,Y,8/22/2012,12/25/2012,2/14/2013,3/19/2013,,,,,,Y,BOTH CHARGES DISMISSED,,,,,,,,,,
203,MANGIA,59353,2496 RIVERMONT AVENUE,LYNCHBURG,VA,24503,UAB,1,N,LYNCHBURG,OFFER IN COMPROMISE,6/28/2012,N,9/20/2012,,,10/16/2012,,"$1,500.00 ",,,,,,,6 MOS OF BD. ORDER,,,,,,,,
338,MI PATRON,63591,"4119 BOONSBORO ROAD, SUITE 110",LYNCHBURG,VA,24503,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,11/9/2012,N,11/29/2012,,,12/28/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
506,ISABELLAS ITALIAN TRATTORIA,57938,4925 BOONSBORO ROAD,LYNCHBURG,VA,24503,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,11/9/2012,N,2/1/2013,,,3/18/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
257,WHITE ROCK FOOD MARKET,69824,818 FLORIDA AVENUE,LYNCHBURG,VA,24504,UAB,1,Y,LYNCHBURG,CONSENT SETTLEMENT,9/11/2012,N,10/5/2012,,,11/5/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
330,MARKET AT MAIN,62274,904 MAIN ST,LYNCHBURG,VA,24504,UAB,1,Y,LYNCHBURG,INITIAL HEARING,6/28/2012,N,8/20/2012,11/8/2012,11/19/2012,12/21/2012,,,,,,Y,,,,,,,,,,,
449,FOOD ZONE,50490,1221 RIVERMONT AVENUE,LYNCHBURG,VA,24504,UAB,1,Y,LYNCHBURG,CONSENT SETTLEMENT,11/9/2012,N,12/6/2012,,,1/24/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
518,KWIK STOP,81602,521 5TH ST,LYNCHBURG,VA,24504,PLACE TO BE OCCUPIED IS SO LOCATED W/ RESPECT TO RESIDENTIAL AREA AT OPERATION ADVERSELY AFFECT REAL PROPERTY VALUES OR INTERFERE WITH USUAL QUIETUDE AND TRANQUILITY; SO LOCATED THAT VIOLATIONS OF ABC ACT OR LAWS OF THE COMMONWEALTH RELATING TO PEACE AND GOOD ORDER WOULD RESULT,2,N,LYNCHBURG,INITIAL HEARING,11/13/2012,N,11/16/2012,12/21/2012,2/15/2013,3/19/2013,,,,,,,APPLICATION - REFUSED,,,,,,,,,,
583,HOLIDAY INN SELECT,27582,601 MAIN ST,LYNCHBURG,VA,24504,UAB,1,Y,LYNCHBURG,INITIAL HEARING,9/11/2012,Y,11/28/2012,1/29/2013,3/27/2013,4/30/2013,30," $ 3,000.00 ",10,,,,,,,,,,,,,,
166,BRIAR PATCH,72175,883 S MAIN ST,AMHERST,VA,24521,LICENSEE MADE GIFTS OF ALCOHOLIC BEVERAGES TO 2 PERSONS; LICENSEE ALLOWED CONSUMPTION OF ALCOHOL BY EMPLOYEE WHILE ON DUTY,2,N,LYNCHBURG,INITIAL HEARING,4/14/2012,Y,4/28/2012,6/26/2012,8/13/2012,9/25/2012,7," $ 1,000.00 ",,,,,,,,,,,,,,,
244,309 WINERY,67990,309 N BRIDGE ST,BEDFORD,VA,24523,PEGGY OVERSTREET CONSUMED ALCOHOLIC BEVERAGES WHILE ON DUTY; LICENSEE ALLOWED THE CONSUMPTION BY AN EMPLOYEE WHILE ON DUTY,2,N,ROANOKE,INITIAL HEARING,5/19/2012,N,6/18/2012,8/1/2012,9/19/2012,10/25/2012,7," $ 1,000.00 ",,,,,,,,,,,,,,,
440,APPLEBEES NEIGHBORHOOD GRILL & BAR,67367,1189 E LYNCHBURG SALEM TURNPIKE,BEDFORD,VA,24523,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,11/12/2012,N,12/14/2012,,,1/24/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
450,STOP IN #124,6968,856 BURKS HILL ROAD,BEDFORD,VA,24523,UAB,1,Y,ROANOKE,CONSENT SETTLEMENT,11/12/2012,N,12/27/2012,,,1/24/2013,25,,,,,,,,,,,,,,,,
413,DICKIES GROCERY & GRILL,39121,10465 CALLANDS ROAD,CALLANDS,VA,24530,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,11/13/2012,N,11/30/2012,,,1/10/2013,25,,,,,,,,,,,,,,,,
451,CLOVER GENERAL STORE LLC,41940,2237 CLOVER ROAD,CLOVER,VA,24534,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,11/3/2012,N,12/12/2012,,,1/24/2013,25,,,,,,,,,,,,,,,,
218,LOS TRES MAGUEYES,71796,2818 RIVERSIDE DRIVE,DANVILLE,VA,24540,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,9/20/2012,N,10/3/2012,,,10/22/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
229,TOKYO GRILL,55253,"364 LOWES DRIVE, SUITE 1",DANVILLE,VA,24540,UAB; FAILED TO HAVE A DESIGNATED MANAGER PRESENT,2,N,LYNCHBURG,CONSENT SETTLEMENT,9/20/2012,N,10/2/2012,,,10/22/2012,," $ 2,500.00 ",,,,,,,,,,,,,,,
108,RIVERSIDE MART,65155,3007 RIVERSIDE DR,DANVILLE,VA,24541,UAB,1,N,LYNCHBURG,INITIAL HEARING,1/5/2012,N,5/8/2012,6/7/2012,7/24/2012,8/24/2012,30," $ 3,000.00 ",10,,,,,,,,,,,,,, 
150,GROWN FOLKS BAR AND LOUNGE,79962,401 S RIDING ST,DANVILLE,VA,24541,SO LOCATED REGARD TO PEACE AND GOOD ORDER; SO LOCATED WITH RESPECT TO RESIDENCE,2,N,LYNCHBURG,INITIAL HEARING,6/25/2012,N,7/5/2012,7/23/2012,8/10/2012,9/18/2012,," $ 1,000.00 ",,,,,APPLICATION LICENSE GRANTED,,,,,,,,,,
212,STARRS QUICK SHOPPE,58184,3103 W. MAIN STREET,DANVILLE,VA,24541,UAB,1,Y,LYNCHBURG,APPEAL HEARING,1/11/2012,N,5/9/2012,6/7/2012,7/24/2012,10/19/2012,30," $ 4,000.00 ",,,,,MART TRAINING FOR LARRY BELL,,,,,,,,,,
273,BUFFALO WILD WINGS GRILL & BAR ,41864,526 RIVERSIDE DRIVE,DANVILLE,VA,24541,UAB,1,Y,LYNCHBURG,CONSENT SETTLEMENT,9/20/2012,N,10/4/2012,,,11/19/2012,," $ 1,000.00 ",,,,,,,,,,,,,,,
295,PAK SUPERMARKET & GRILL,12977,3401 WESTOVER DRIVE,DANVILLE,VA,24541,UAB,1,Y,LYNCHBURG,APPEAL HEARING,1/5/2012,Y,5/8/2012,6/7/2012,7/24/2012,11/29/2012,25," $ 2,500.00 ",,,,,,,,,,,,,,,
372,GOLDEN PALACE,76428,913 S MAIN STREET SOUTH GATE SHOPPING CENTER,FARMVILLE,VA,24541,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,10/2/2012,N,11/30/2012,,,1/4/2013,25,,,,,,,,,,,,,,,,
243,CHECKERED PIG BBQ AND RIBS,60969,155 CROWN DRIVE,DANVILLE,VA,24541,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,9/20/2012,N,10/3/2012,,,10/25/2012,25,,,,,,,,,,,,,,,,
584,COLONIAL HILLS GOLF CLUB,30945,1990 GUMTREE RD,FOREST,VA,24551,UAB,1,Y,ROANOKE,INITIAL HEARING,11/12/2012,Y,1/8/2013,2/14/2013,3/27/2013,4/30/2013,30," $ 3,000.00 ",10,,,,,,,,,,,,,,
603,THE BLUE DAHLIA,61040,2200 GRAVES MILL RD,FOREST,VA,24551,UAB,1,N,ROANOKE,INITIAL HEARING,11/12/2012,N,1/17/2013,2/14/2013,4/9/2013,5/13/2013,15," $ 1,750.00 ",,,,,,,,,,,,,,,
575,GLENMORE GROCERY,45994,20 GLENMORE ROAD,SCOTTSVILLE,VA,24562,UAB,1,Y,LYNCHBURG,APPEAL HEARING,10/2/2012,N,11/30/2012,12/20/2012,2/15/2013,4/18/2013,5," $ 1,500.00 ",,,,,,,,,,,,,,,
278,PINK CADILLAC DINER,9002,4347 S LEE HIGHWAY,NATURAL BRIDGE,VA,24578,UAB,1,Y,ROANOKE,CONSENT SETTLEMENT,9/26/2012,N,11/8/2012,,,11/26/2012,25,,,,,,,,,,,,,,,,
389,LONG MOUNTAIN GROCERY,38404,21 RED HOUSE ROAD,RUSTBURG,VA,24588,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,11/5/2012,N,12/5/2012,,,1/9/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
610,JOES SPORTS BAR,80361,"110 SCOTTSVILLE CTR., STE B",SCOTTSVILLE,VA,24590,ADVERTISED ABOUT HAPPY HOUR,1,N,STAUNTON,OFFER IN COMPROMISE,3/25/2013,N,3/29/2013,,,5/15/2013,, $ 100.00 ,,,,,,,,,,,,,,,
76,HILLCREST REST,72606,2065 PHILPOTT ROAD,SOUTH BOSTON,VA,24592,UAB,1,Y,LYNCHBURG,CONSENT SETTLEMENT,5/31/2012,N,7/11/2012,,,8/6/2012,25,,,,,,,,,,,,,,,,
184,SMOKIN JAKES HOUSE OF BBQ,69483,3102 HALIFAX RD,SOUTH BOSTON,VA,24592,UAB,1,N,LYNCHBURG,INITIAL HEARING,5/31/2012,N,7/31/2012,8/20/2012,8/28/2012,10/9/2012,25," $ 2,000.00 ",,,,,,,,,,,,,,,
93,PIT STOP,49200,1179 STONEY RIDGE RD,BANDY,VA,24602,"FAIL TO KEEP NAME POSTED; FAIL TO KEEP COMPLETE, ACCURATE, SEPARATE RECORDS",2,N,SOUTHWEST,INITIAL HEARING,3/16/2012,N,4/12/2012,5/8/2012,7/6/2012,8/14/2012,7, $ 500.00 ,,,,Y,CHG 1 DIMISSED,,,,,,,,,,
528,VIRGINIA HILLIBILLY MARKET,2916,PO BOX 257,BISHOP,VA,24604,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,3/30/2012,N,2/6/2013,,,3/25/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
649,CRAZY HORSE GE3NERAL STORE INC #2,69831,1284 BOSSEVAIN ROAD,BLUEFIELD,VA,24605,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,3/30/2012,N,2/26/2013,,,6/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
